Name	Description	pvalue	qvalue	phenotype	genes
GO:0000050	urea cycle	1	1	1	OTC,CAD
GO:0034349	glial cell apoptotic process	1	1	1	PRKCH,PRKCA,PRKCI,PRKCD
GO:0034350	regulation of glial cell apoptotic process	0.649	0.649	1	PRKCH,PRKCA,PRKCI,PRKCD
GO:0034351	negative regulation of glial cell apoptotic process	0.649	0.649	1	PRKCH,PRKCA,PRKCI,PRKCD
GO:0072321	chaperone-mediated protein transport	0.0759	0.0759	1	TIMM13,TIMM9,TIMM8A,TIMM10,TOR1A,PEX19
GO:0070841	inclusion body assembly	0.572	0.572	1	HDAC6,DNAJB1,DNAJB2,SORL1,DNAJA4,SACS,BAG5,DNAJB8
GO:0090083	regulation of inclusion body assembly	0.379	0.379	1	DNAJB1,DNAJB2,SORL1,DNAJA4,SACS,BAG5,DNAJB8
GO:0090084	negative regulation of inclusion body assembly	0.193	0.193	1	DNAJB1,DNAJB2,SORL1,DNAJA4,SACS,DNAJB8
GO:0033555	multicellular organismal response to stress	1	1	1	PRKCG,PTEN
GO:0006797	polyphosphate metabolic process	0.167	0.167	1	BNIP2,PRUNE,ATCAY
GO:0006798	polyphosphate catabolic process	0.0928	0.0928	1	BNIP2,PRUNE,ATCAY
GO:0021675	nerve development	1	1	1	SULF2,NTRK1
GO:0060384	innervation	0.189	0.189	1	SULF2,NTRK1
GO:0034497	protein localization to pre-autophagosomal structure	0.08	0.08	1	WIPI1,WDR45L,TRAPPC8,WIPI2,ATG13,PACS2,WDR45
GO:0042769	DNA damage response, detection of DNA damage	2.32e-05	2.32e-05	1	RFC1,PNKP,RFC2,MRPS35,POLD1,POLD3,RBX1,RPA3,POLD2,RFC5,RPA2,MRPS26,RPA1,PCNA,RFC3,MRPS9,CUL4A,RPS3,CUL4B,RFC4,DDB1,POLD4
GO:0009299	mRNA transcription	1	1	1	EEF1D,DDX5,SRF,MED1,HSF1
GO:0042789	mRNA transcription from RNA polymerase II promoter	1	1	1	SRF,MED1
GO:0060021	palate development	0.471	0.471	1	LEF1,TGFBR2,SOX11
GO:1990089	response to nerve growth factor	0.0662	0.0662	1	RAPGEF1,RAPGEF2,EHD1,ACAP2,RAP1A,AKT1,CIB1,NTRK1
GO:1990090	cellular response to nerve growth factor stimulus	0.0662	0.0662	1	RAPGEF1,RAPGEF2,EHD1,ACAP2,RAP1A,AKT1,CIB1,NTRK1
GO:0038179	neurotrophin signaling pathway	8.37e-14	8.37e-14	1	BAD,AP2B1,PSMB1,FYN,PPP5C,PSMC4,CUL3,TRIO,PSMA4,PIK3CB,RASGRF1,FGFR2,RHOA,FGFR3,RPS6KA2,PRKACA,RASAL2,MARK3,ARHGEF1,FGFR1,ARAF,TNRC6C,PSMC5,PEBP1,BRAP,ARHGAP4,TNRC6A,PSME1,PSMD5,ITPR3,JAK2,CRKL,MAPK1,TNRC6B,CSF2RB,RBX1,SOS2,PSMC6,PSMA3,PSMC1,RPS6KA5,PSMA6,NFKBIA,PSME2,PSMA7,PSMD10,FGD1,ARHGEF7,MAPK3,PSMD7,TSC2,RIPK2,IKBKB,ARHGEF18,RASAL3,JAK3,PIK3R2,GSK3A,CASP2,PSMA2,RAPGEF1,MAPK8,PSMD3,PSMD11,LAMTOR3,NFKB1,IL2,RAPGEF2,PSMD9,CDKN1B,MAPK14,PPP2R5D,RASGRF2,MAPKAPK3,PSMD14,SPTBN1,SOS1,RAP1A,HDAC1,ARHGEF2,LAMTOR2,RPS6KA1,CREB1,ATF1,PLCG1,PSMF1,PSMB2,MCF2L,PRKCG,MAP2K2,FGD3,AKAP9,PSMA1,ARHGEF6,SHC2,PSME3,RAF1,PTPRA,ARHGEF11,VAV3,PDGFRA,SMPD2,RAC1,DAB2IP,SPTBN5,FGF5,NTRK3,PDPK1,ARHGDIA,VAV1,AKT1,PRKACB,PSMA5,RIT1,PSEN2,CALM2,PIK3R1,RASA1,NTRK2,CAMK2G,FOXO1,ITPR1,CAMK4,BCL2L11,PRKCA,OBSCN,PSMA8,RASA2,TIAM1,MAPK13,KIT,BRAF,PSMD4,PSMB4,THEM4,ABR,CALM3,SHC1,FGFR4,PSMC2,JAK1,NCSTN,MAPKAPK2,TRAT1,PRKCI,PSMD6,PRKCD,DUSP7,CASP3,RICTOR,PRKACG,PSMC3,MAPK7,YWHAB,MLST8,STAT3,MAP2K1,AKAP13,PIK3CD,HDAC3,PTEN,RASGRP1,MYD88,ADRBK1,RELA,PSMD1,TRAF6,PSMD2,RPS6KB2,RPS6KA3,GRB2,CD28,PTPN11,LCK,AP2A2,PSMD13,RASA3,MAPK12,PRKAR1B,HDAC2,PSMD12,SYNGAP1,SPTAN1,NTRK1,CALM1,MTOR,PSMB8,AKT1S1,PSMB10,CHUK,LAT,PSMB9,AATF,PSMB3
